Year,	Location,	ARPA
2022,	APAC,	8.49597477541793
2022,	EMEA,	10.9883340042465
2022,	LATAM,	8.47905742255777
2022,	UCAN,	15.8608165402611
2023,	APAC,	7.64365281001789
2023,	EMEA,	10.8702457740214
2023,	LATAM,	8.65698454325805
2023,	UCAN,	16.2820322514611
2024,	APAC,	7.28996750287322
2024,	EMEA,	10.9581570673588
2024,	LATAM,	8.23875596864387
2024,	UCAN,	17.1987157957519
